ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,interest
17300,Foxc1,forkhead box C1,1.752036966,4.48904435,5.876558651,3.05E-05,0.000601702,
14380,G6pd2,glucose-6-phosphate dehydrogenase 2,-1.553207917,2.171636417,-5.854360975,3.05E-05,0.000601866,
70747,Tspan2,tetraspanin 2,-1.456023352,5.648482672,-5.847701887,3.08E-05,0.000607603,
18584,Pde8a,phosphodiesterase 8A,-2.155194453,1.900520147,-5.848359201,3.09E-05,0.000607897,
77889,Lbh,limb-bud and heart,3.219723714,5.357768281,6.158097738,3.09E-05,0.000607918,
245877,Map7d1,MAP7 domain containing 1,1.366030069,8.216362055,5.839169417,3.13E-05,0.000613773,
18453,P4hb,"prolyl 4-hydroxylase, beta polypeptide",-1.100314672,8.770996221,-5.826844121,3.19E-05,0.000625418,
14042,Ext1,exostoses (multiple) 1,-1.329692075,7.286904271,-5.813812597,3.26E-05,0.000638079,
382207,Jade3,jade family PHD finger 3,2.069865009,3.965349461,5.832559959,3.28E-05,0.000640722,
21815,Tgif1,TGFB-induced factor homeobox 1,1.690654139,7.599348517,6.092607947,3.36E-05,0.000656334,
240028,Lnpep,leucyl/cystinyl aminopeptidase,-1.44843893,5.329134277,-5.794303954,3.36E-05,0.000656334,
14299,Ncs1,neuronal calcium sensor 1,3.384553053,2.946855242,5.809821432,3.37E-05,0.000657666,
27801,Zdhhc8,"zinc finger, DHHC domain containing 8",1.299393188,5.496368139,5.781959268,3.43E-05,0.000666572,
54354,Rassf5,Ras association (RalGDS/AF-6) domain family member 5,2.090690848,3.773562424,5.783105526,3.43E-05,0.000666572,
110935,Atp6v1b1,"ATPase, H+ transporting, lysosomal V1 subunit B1",2.89573635,2.370824985,6.078281612,3.43E-05,0.000666572,
791407,Gm10032,predicted gene 10032,-2.240197649,-1.253892257,-5.78333923,3.44E-05,0.000666572,
56289,Rassf1,Ras association (RalGDS/AF-6) domain family member 1,1.283260045,7.544790682,5.775822155,3.47E-05,0.000671457,
54420,Cldn8,claudin 8,-1.683791571,3.299455655,-6.086451234,3.48E-05,0.000674047,
75234,Rnf19b,ring finger protein 19B,1.449637958,8.215340165,5.845236901,3.49E-05,0.000675041,
50934,Slc7a8,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8",-1.831950332,2.335125638,-5.823932568,3.51E-05,0.000676954,
16398,Itga2,integrin alpha 2,3.969293594,3.854555965,5.816909606,3.56E-05,0.000686898,
80890,Trim2,tripartite motif-containing 2,1.51539269,4.695338918,5.745770608,3.64E-05,0.000700871,
78286,Nav2,neuron navigator 2,2.843770026,5.190324255,5.753004489,3.65E-05,0.000700871,
106869,Tnfaip8,"tumor necrosis factor, alpha-induced protein 8",-1.545072735,4.898680966,-5.744558778,3.65E-05,0.000700871,
106878,Smim3,small integral membrane protein 3,2.630889697,5.99213559,6.121174261,3.66E-05,0.00070279,
27059,Sh3d19,SH3 domain protein D19,-1.482937683,6.842912944,-5.821827611,3.69E-05,0.000706678,
66395,Ahnak,AHNAK nucleoprotein (desmoyokin),2.123757678,10.55017758,6.405794506,3.84E-05,0.000734108,
170826,Ppargc1b,"peroxisome proliferative activated receptor, gamma, coactivator 1 beta",-2.080689601,2.275263532,-5.710105482,3.87E-05,0.000739749,
228026,Pdk1,"pyruvate dehydrogenase kinase, isoenzyme 1",-1.271163484,4.82069485,-5.703192089,3.91E-05,0.000745545,
74102,Slc35a5,"solute carrier family 35, member A5",-1.559450735,3.126120213,-5.699734989,3.93E-05,0.000749043,
72123,Ccdc71l,coiled-coil domain containing 71 like,1.668661882,3.543655319,5.697424354,3.94E-05,0.00075069,
26357,Abcg2,ATP binding cassette subfamily G member 2 (Junior blood group),-1.506404575,5.755863357,-5.850278362,3.95E-05,0.00075069,
68428,Steap3,STEAP family member 3,-1.303536133,3.903927252,-5.696097425,3.95E-05,0.00075069,
93691,Klf7,Kruppel-like factor 7 (ubiquitous),1.716541224,3.735583514,5.684524889,4.03E-05,0.000764622,
14786,Grb7,growth factor receptor bound protein 7,1.548714387,2.419974028,5.680617545,4.05E-05,0.000768388,
94040,Clmn,calmin,1.355787714,6.333305068,5.679634573,4.06E-05,0.000768595,
66330,1700020L24Rik,RIKEN cDNA 1700020L24 gene,-2.554996484,-0.634115669,-5.679917507,4.09E-05,0.000773751,
57438,7-Mar,membrane-associated ring finger (C3HC4) 7,1.196242479,6.58219983,5.667561723,4.14E-05,0.00078217,
108100,Baiap2,brain-specific angiogenesis inhibitor 1-associated protein 2,1.394384397,7.227163987,5.670318837,4.16E-05,0.000785054,
93679,Trim8,tripartite motif-containing 8,1.558906065,6.154248631,5.754879877,4.17E-05,0.000785216,
195040,Tmem199,transmembrane protein 199,-1.846140668,3.002472457,-5.659358391,4.20E-05,0.000790148,
26382,Fgd2,"FYVE, RhoGEF and PH domain containing 2",-1.914379876,2.439099604,-5.659335979,4.20E-05,0.000790148,
192169,Ufsp2,UFM1-specific peptidase 2,-1.185320025,4.7016742,-5.657493564,4.21E-05,0.000790572,
214932,Hdhd5,haloacid dehalogenase like hydrolase domain containing 5,-1.423258449,2.905712383,-5.646042182,4.29E-05,0.000804203,
414801,Itprip,"inositol 1,4,5-triphosphate receptor interacting protein",2.648539222,4.420792577,5.823224035,4.29E-05,0.000804203,
76137,Mcur1,mitochondrial calcium uniporter regulator 1,-1.094214894,4.838268523,-5.644414455,4.30E-05,0.000804994,
228543,Rhov,ras homolog family member V,1.322616732,3.136232614,5.642871558,4.32E-05,0.000806124,
66143,Eef1e1,eukaryotic translation elongation factor 1 epsilon 1,-1.384982937,4.512159301,-5.637764747,4.35E-05,0.000812031,
54375,Azin1,antizyme inhibitor 1,-1.123490364,8.310789114,-5.636858483,4.36E-05,0.000812247,
76642,1700113A16Rik,RIKEN cDNA 1700113A16 gene,1.711583398,2.991859805,5.633034351,4.39E-05,0.000816877,
228875,Slc35c2,"solute carrier family 35, member C2",-1.170683081,4.712337802,-5.628910257,4.42E-05,0.000821081,
104263,Kdm3a,lysine (K)-specific demethylase 3A,1.428620312,6.252534925,5.628188543,4.42E-05,0.000821162,
74868,Tmem65,transmembrane protein 65,1.402931166,5.763724659,5.625916556,4.44E-05,0.000822461,
15356,Hmgcl,3-hydroxy-3-methylglutaryl-Coenzyme A lyase,-1.338533496,3.731058803,-5.625791258,4.44E-05,0.000822461,
74349,Fam160a2,"family with sequence similarity 160, member A2",-1.879075105,5.66558188,-6.163188989,4.45E-05,0.000822562,
13135,Dad1,defender against cell death 1,-1.089187432,6.35005082,-5.624283409,4.45E-05,0.000822562,
69847,Wnk4,WNK lysine deficient protein kinase 4,-1.818876972,3.800013208,-5.98293433,4.49E-05,0.000829274,
17970,Ncf2,neutrophil cytosolic factor 2,2.878038513,-0.679703258,5.624225599,4.52E-05,0.000833409,
20847,Stat2,signal transducer and activator of transcription 2,-1.361700757,6.18094312,-5.607132862,4.58E-05,0.000843388,
64095,Gpr35,G protein-coupled receptor 35,3.127255122,0.619947029,5.615796917,4.61E-05,0.00084885,
13607,Eda,ectodysplasin-A,-2.873180875,1.047590085,-5.61081808,4.62E-05,0.000849133,
225372,Apbb3,"amyloid beta (A4) precursor protein-binding, family B, member 3",-1.288431169,5.098471678,-5.597711439,4.65E-05,0.000852976,
77697,Mmab,methylmalonic aciduria (cobalamin deficiency) cblB type homolog (human),-1.553831346,3.024676859,-5.597345473,4.65E-05,0.000852976,
20181,Rxra,retinoid X receptor alpha,-1.132412127,6.317266189,-5.596804082,4.66E-05,0.000852976,
17189,Mb,myoglobin,3.425552733,1.540998113,5.612488786,4.68E-05,0.000856261,
100041012,Gm3095,predicted gene 3095,-5.34381377,-1.18123612,-5.659725509,4.69E-05,0.000856261,
13132,Dab2,"disabled 2, mitogen-responsive phosphoprotein",-1.577682761,6.479903339,-5.815484716,4.69E-05,0.000856382,
19248,Ptpn12,"protein tyrosine phosphatase, non-receptor type 12",1.360368179,6.187677652,5.5904949,4.71E-05,0.000858032,
98396,Slc41a1,"solute carrier family 41, member 1",-1.267375476,7.772535084,-5.589242392,4.72E-05,0.000858805,
77700,9130208D14Rik,RIKEN cDNA 9130208D14 gene,-5.391393379,0.685331561,-5.930373523,4.77E-05,0.000866718,
28105,Trim36,tripartite motif-containing 36,2.417551584,1.408604175,5.58617345,4.77E-05,0.000866718,
67080,1700019D03Rik,RIKEN cDNA 1700019D03 gene,-4.2783076,1.244470343,-5.639134601,4.86E-05,0.000880997,
68671,Pcyt2,"phosphate cytidylyltransferase 2, ethanolamine",-1.159283505,5.16345375,-5.565702354,4.91E-05,0.00088902,
100503157,Gm15471,predicted gene 15471,-2.756492488,-2.300234285,-5.568520907,4.94E-05,0.000894468,
69698,Slc52a3,"solute carrier protein family 52, member 3",-2.918317772,1.218428991,-5.576142315,4.95E-05,0.000894468,
209760,Tmc7,transmembrane channel-like gene family 7,1.956866344,1.114292908,5.56066528,4.95E-05,0.000894894,
27054,Sec23b,"SEC23 homolog B, COPII coat complex component",-1.17438544,5.845272887,-5.558259799,4.97E-05,0.000896009,
77777,Ulbp1,UL16 binding protein 1,-1.74616517,1.324690195,-5.551611793,5.03E-05,0.000905553,
19744,Rheb,Ras homolog enriched in brain,-1.10753988,6.566728893,-5.550199315,5.03E-05,0.000905856,
232431,Gprc5a,"G protein-coupled receptor, family C, group 5, member A",2.928107996,4.713174884,6.114144463,5.04E-05,0.000905856,
26457,Slc27a1,"solute carrier family 27 (fatty acid transporter), member 1",2.378894499,4.962135847,6.195259766,5.07E-05,0.000911007,
22418,Wnt5a,"wingless-type MMTV integration site family, member 5A",-2.489967069,3.639162013,-5.547535653,5.09E-05,0.000913941,
12638,Cftr,cystic fibrosis transmembrane conductance regulator,5.026796084,-2.876377335,5.598764526,5.12E-05,0.000916566,
106572,Rab31,"RAB31, member RAS oncogene family",1.717902876,4.109393116,5.540234612,5.12E-05,0.000916566,
66977,Nuf2,"NUF2, NDC80 kinetochore complex component",-1.758718881,2.183932743,-5.53675106,5.15E-05,0.000920233,
239552,Apol8,apolipoprotein L 8,3.453160225,2.397478986,5.555845998,5.15E-05,0.000920233,
27632,Nelfe,"negative elongation factor complex member E, Rdbp",-1.363500472,4.645749202,-5.529100146,5.21E-05,0.000928888,
50769,Atp8a2,"ATPase, aminophospholipid transporter-like, class I, type 8A, member 2",3.577619689,-0.878482744,5.55098223,5.22E-05,0.000928888,
268977,Ltbp1,latent transforming growth factor beta binding protein 1,3.108266169,5.044749338,6.173112273,5.22E-05,0.000928888,
19201,Pstpip2,proline-serine-threonine phosphatase-interacting protein 2,-1.46215942,1.945078231,-5.526854678,5.23E-05,0.000930539,
242484,D630039A03Rik,RIKEN cDNA D630039A03 gene,-1.977983423,1.706861137,-5.519441207,5.31E-05,0.000942669,
194227,Gm13023,predicted gene 13023,-4.545646286,-4.318577654,-5.562267736,5.33E-05,0.000944793,
194655,Klf11,Kruppel-like factor 11,1.649713993,5.64969616,5.586531879,5.39E-05,0.000954134,
100417829,Gm17757,"GTPase, very large interferon inducible 1 pseudogene",-4.165962218,0.965556332,-5.612612358,5.41E-05,0.000957614,
19108,Prkx,"protein kinase, X-linked",1.348047229,5.770449292,5.505372712,5.43E-05,0.000959135,
100041874,Gm3558,predicted gene 3558,-5.335565716,0.324019891,-5.571282317,5.43E-05,0.000959564,
20514,Slc1a5,"solute carrier family 1 (neutral amino acid transporter), member 5",1.969091634,4.989501217,5.498047894,5.50E-05,0.000969916,
15273,Hivep2,human immunodeficiency virus type I enhancer binding protein 2,1.832348898,6.260130885,5.750698541,5.51E-05,0.000969916,
19647,Rbbp6,"retinoblastoma binding protein 6, ubiquitin ligase",1.145222542,7.511760333,5.494904614,5.52E-05,0.00097172,
238317,Elmsan1,ELM2 and Myb/SANT-like domain containing 1,-1.178080609,7.169602129,-5.484128743,5.62E-05,0.000988342,
230757,5730409E04Rik,RIKEN cDNA 5730409E04Rik gene,-2.008571166,3.212404982,-5.478881751,5.68E-05,0.000997998,
71908,Cldn23,claudin 23,2.134917724,1.771125359,5.478050017,5.70E-05,0.000999346,
54397,Ppt2,palmitoyl-protein thioesterase 2,-1.373343678,3.531773632,-5.473326549,5.73E-05,0.001003129,
105785,Kdelr3,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3,-1.604858748,3.299194512,-5.471177758,5.75E-05,0.001005898,
319520,Dusp4,dual specificity phosphatase 4,1.970313959,5.505261652,5.943855825,5.76E-05,0.001006352,
66329,Susd3,sushi domain containing 3,-2.05193798,-1.530287241,-5.46368198,5.83E-05,0.001017165,
59048,C1galt1c1,C1GALT1-specific chaperone 1,-1.330744416,3.710216818,-5.462080328,5.83E-05,0.001017165,
16423,Cd47,"CD47 antigen (Rh-related antigen, integrin-associated signal transducer)",1.196299774,5.318112083,5.461737849,5.84E-05,0.001017165,
22644,Rnf103,ring finger protein 103,1.487038001,4.976632526,5.458958264,5.87E-05,0.001020802,
29873,Cspg5,chondroitin sulfate proteoglycan 5,3.840418609,0.938681757,5.508464646,5.87E-05,0.001020802,
212168,Zswim4,zinc finger SWIM-type containing 4,1.488936154,5.863578964,5.589663748,5.88E-05,0.001021,
628813,Gm11437,predicted gene 11437,-4.867438437,-3.745823379,-5.508660859,5.91E-05,0.00102604,
433904,Ociad2,OCIA domain containing 2,2.540903491,3.664450282,5.471870992,5.97E-05,0.001033784,
101700,Trim68,tripartite motif-containing 68,1.335211761,3.898419629,5.448200473,5.97E-05,0.001033784,
67703,Kirrel3,kirre like nephrin family adhesion molecule 3,2.686872574,3.674598201,5.454056193,5.98E-05,0.001034483,
219134,Shisa2,shisa family member 2,3.319538912,4.005709587,5.709593983,6.07E-05,0.001048706,
223453,Dap,death-associated protein,-1.244020572,6.183765177,-5.435043769,6.11E-05,0.001053452,
22041,Trf,transferrin,-1.607274278,11.64225539,-5.572316879,6.12E-05,0.001053914,
382090,Cep162,centrosomal protein 162,1.82276196,4.334709401,5.48520998,6.12E-05,0.001053914,
27984,Efhd2,EF hand domain containing 2,2.047074207,8.375770282,6.033883494,6.24E-05,0.001070671,
16565,Kif21b,kinesin family member 21B,-2.197379328,3.451840859,-5.428599887,6.24E-05,0.001070671,
212114,Nhlrc3,NHL repeat containing 3,-1.623274114,2.775492203,-5.422397454,6.24E-05,0.001070671,
210719,Mkx,mohawk homeobox,-2.537938101,2.658871832,-5.426589199,6.25E-05,0.001070979,
56431,Dstn,destrin,1.180659121,10.08129021,5.420691025,6.26E-05,0.001071056,
110821,Pcca,"propionyl-Coenzyme A carboxylase, alpha polypeptide",-1.124710396,4.837869653,-5.412482334,6.34E-05,0.001084814,
231510,Gpat3,glycerol-3-phosphate acyltransferase 3,2.731540317,2.73121898,5.409539678,6.46E-05,0.001103088,
319481,Wdr59,WD repeat domain 59,1.475699255,5.032633954,5.413268146,6.48E-05,0.001104357,
70008,Ace2,angiotensin I converting enzyme (peptidyl-dipeptidase A) 2,-5.253513863,-2.448479955,-5.464157155,6.49E-05,0.001104357,
13870,Ercc1,"excision repair cross-complementing rodent repair deficiency, complementation group 1",1.538312207,4.72384036,5.398604719,6.49E-05,0.001104357,
13849,Ephx1,"epoxide hydrolase 1, microsomal",2.142785103,6.130107085,5.678449808,6.50E-05,0.001104357,
229731,Slc25a24,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24",2.468256872,4.174477247,5.428219457,6.50E-05,0.001104357,
100503981,Gm15484,nucleophosmin-like,1.362050274,5.266276655,5.397470703,6.51E-05,0.001104357,
228836,Dlgap4,DLG associated protein 4,1.48582645,5.319847651,5.39494974,6.53E-05,0.001107986,
110075,Bmp3,bone morphogenetic protein 3,-2.789147367,1.409470764,-6.033258828,6.56E-05,0.001110362,
67149,Nkain1,Na+/K+ transporting ATPase interacting 1,3.425614735,1.50188389,5.411931867,6.56E-05,0.0011104,
17311,Kitl,kit ligand,1.357495489,8.438781546,5.390911664,6.58E-05,0.00111189,
216350,Tspan8,tetraspanin 8,-2.685446715,2.594838931,-5.396516622,6.59E-05,0.001113291,
23790,Coro1c,"coronin, actin binding protein 1C",1.910655441,4.585461589,5.388405127,6.62E-05,0.0011158,
242667,Dlgap3,DLG associated protein 3,-2.653668938,-1.356256551,-5.391210888,6.65E-05,0.001120187,
74365,Lonrf3,LON peptidase N-terminal domain and ring finger 3,-1.533607037,3.826786703,-5.37567171,6.75E-05,0.001135095,
68119,Cmtm3,CKLF-like MARVEL transmembrane domain containing 3,2.145978808,4.293804515,5.38650275,6.75E-05,0.001135095,
20807,Srf,serum response factor,1.194398825,7.335535348,5.372609963,6.78E-05,0.0011395,
66922,Rras2,related RAS viral (r-ras) oncogene 2,1.359978298,4.965052402,5.366462799,6.86E-05,0.001150255,
19158,Cyth2,cytohesin 2,1.056773052,6.344973656,5.364199142,6.88E-05,0.001153391,
228770,Rspo4,R-spondin 4,-3.734875021,-4.19508857,-5.387013328,6.93E-05,0.001159475,
60533,Cd274,CD274 antigen,-3.670156239,1.136823115,-5.383703442,6.95E-05,0.001161863,
67268,Myl12a,"myosin, light chain 12A, regulatory, non-sarcomeric",1.265528095,6.429325386,5.356086632,6.98E-05,0.001165676,
67866,Wfdc1,WAP four-disulfide core domain 1,-4.007479388,-1.909761896,-5.387462134,7.00E-05,0.001167776,
67064,Chmp1b,charged multivesicular body protein 1B,1.095881382,5.279544286,5.353165078,7.01E-05,0.001168972,
319158,Hist1h4i,"histone cluster 1, H4i",-1.81363889,0.981400208,-5.352761799,7.02E-05,0.001169685,
244886,Tmem266,transmembrane protein 266,-3.04630213,0.11229606,-5.363341524,7.04E-05,0.001171179,
68891,Cd177,CD177 antigen,-2.027735218,-1.111438424,-5.344222086,7.14E-05,0.001185823,
70451,Dhrs13,dehydrogenase/reductase (SDR family) member 13,-1.740355948,2.762951815,-5.342293553,7.15E-05,0.001186558,
67398,Srpr,signal recognition particle receptor ('docking protein'),-1.048682072,7.007669351,-5.332232003,7.27E-05,0.0012049,
69540,Klk10,kallikrein related-peptidase 10,2.364772298,1.513220732,5.461108638,7.28E-05,0.001205381,
51793,Ddah2,dimethylarginine dimethylaminohydrolase 2,2.413942475,4.614226554,5.621250632,7.30E-05,0.001207283,
81601,Kat5,K(lysine) acetyltransferase 5,1.186458283,5.124582789,5.329224051,7.30E-05,0.001207283,
20818,Srprb,"signal recognition particle receptor, B subunit",-1.131933474,5.952946333,-5.325562526,7.35E-05,0.001213544,
94346,Tmem40,transmembrane protein 40,3.263497934,2.444313034,5.334821514,7.44E-05,0.001227546,
13860,Eps8,epidermal growth factor receptor pathway substrate 8,-1.960403688,4.75550397,-5.312271548,7.53E-05,0.001240963,
98999,Znfx1,"zinc finger, NFX1-type containing 1",-1.234593901,4.547496278,-5.308749557,7.56E-05,0.001244863,
27368,Tbl2,transducin (beta)-like 2,-1.1516703,4.593438332,-5.29618811,7.73E-05,0.001270446,
83921,Tmem2,transmembrane protein 2,1.299071682,6.245115146,5.291369853,7.79E-05,0.001279622,
69780,Smap2,small ArfGAP 2,1.119489678,5.255939555,5.28983009,7.81E-05,0.001280595,
12419,Cbx5,chromobox 5,-1.350733985,5.219312733,-5.289717276,7.81E-05,0.001280595,
19411,Rarg,"retinoic acid receptor, gamma",1.61315322,5.45628175,5.287485142,7.84E-05,0.001284541,
16535,Kcnq1,"potassium voltage-gated channel, subfamily Q, member 1",-1.824198143,1.106687912,-5.285959819,7.87E-05,0.001287459,
105387,Akr1c14,"aldo-keto reductase family 1, member C14",-2.594296802,-0.009237818,-5.288737679,7.91E-05,0.001290828,
12737,Cldn1,claudin 1,1.929670967,4.274447644,5.769573422,7.91E-05,0.001290828,
72265,Tram1,translocating chain-associating membrane protein 1,-1.091653626,6.534445501,-5.279482029,7.95E-05,0.001295801,
12193,Zfp36l2,"zinc finger protein 36, C3H type-like 2",1.303541408,9.742000794,5.278896363,7.96E-05,0.001295801,
216859,Acap1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",-2.777322466,-0.547311486,-5.286996037,7.96E-05,0.001295801,
229707,Strip1,striatin interacting protein 1,1.295464984,5.530939001,5.276544879,7.99E-05,0.001298887,
70945,Mmrn1,multimerin 1,-6.035805866,-2.157461669,-5.360505804,8.02E-05,0.001302209,
330260,Pon2,paraoxonase 2,1.652215504,4.855635467,5.274091889,8.03E-05,0.001302209,
74123,Foxp4,forkhead box P4,1.160505462,6.607997647,5.271027104,8.06E-05,0.001307114,
226040,Tmem252,transmembrane protein 252,-2.803029121,4.833341977,-5.856565931,8.09E-05,0.001309925,
76983,Scfd1,Sec1 family domain containing 1,-1.244128481,4.993953573,-5.264114235,8.16E-05,0.001319945,
55961,Slc13a1,"solute carrier family 13 (sodium/sulfate symporters), member 1",-4.287690431,-3.414471494,-5.375534823,8.20E-05,0.001324903,
76905,Lrg1,leucine-rich alpha-2-glycoprotein 1,-2.446202787,4.56136007,-5.910669264,8.21E-05,0.001324903,
16582,Kifc3,kinesin family member C3,1.956559387,5.159383959,5.334138484,8.31E-05,0.001339396,
58251,Cep295nl,CEP295 N-terminal like,2.964819388,0.463566548,5.263816144,8.32E-05,0.001341149,
246747,Adig,adipogenin,-1.651590238,0.442390804,-5.251884489,8.34E-05,0.001341551,
16917,Lmx1b,LIM homeobox transcription factor 1 beta,-2.588828561,3.148954595,-5.251146931,8.43E-05,0.001355253,
18208,Ntn1,netrin 1,-1.62321751,4.356078742,-5.302825438,8.46E-05,0.001358732,
67466,Pdcl,phosducin-like,-1.213198937,4.891163394,-5.236946749,8.55E-05,0.001371483,
30045,Dnajc12,DnaJ heat shock protein family (Hsp40) member C12,-2.006451305,1.249829503,-5.235796687,8.58E-05,0.00137585,
66059,Krtcap2,keratinocyte associated protein 2,-1.065619819,5.368108114,-5.233592669,8.60E-05,0.001376572,
24108,Ubd,ubiquitin D,4.212466781,0.462221858,5.71830092,8.61E-05,0.001377259,
625175,1700028E10Rik,RIKEN cDNA 1700028E10 gene,-2.824907425,-1.054566797,-5.231095851,8.77E-05,0.001401828,
630836,2010315B03Rik,RIKEN cDNA 2010315B03 gene,-1.541965572,2.240185066,-5.221246325,8.78E-05,0.001402072,
234515,Inpp4b,"inositol polyphosphate-4-phosphatase, type II",-1.93987672,1.509532009,-5.219460126,8.82E-05,0.0014071,
107065,Lrrtm2,leucine rich repeat transmembrane neuronal 2,-2.816850062,1.624977326,-5.235702718,8.95E-05,0.001425851,
13595,Ebp,phenylalkylamine Ca2+ antagonist (emopamil) binding protein,-1.079585904,4.992704223,-5.206324158,9.01E-05,0.00143374,
214944,Mob3b,MOB kinase activator 3B,1.593341637,4.559975955,5.200773972,9.10E-05,0.001446487,
74386,Rmi1,RecQ mediated genome instability 1,-1.62868483,1.882638525,-5.199968414,9.11E-05,0.001447147,
192160,Casc3,cancer susceptibility candidate 3,1.145601457,6.105911494,5.195988795,9.17E-05,0.001452492,
52589,Ncald,neurocalcin delta,2.533685689,1.664879984,5.220258918,9.17E-05,0.001452492,
12971,Crym,"crystallin, mu",-3.816056754,0.086209063,-5.280317063,9.17E-05,0.001452492,
12364,Casp12,caspase 12,1.903982946,5.121333213,5.245227892,9.20E-05,0.001454659,
71963,Cdca4,cell division cycle associated 4,1.323193615,5.467487501,5.187487984,9.31E-05,0.001470576,
15507,Hspb1,heat shock protein 1,2.394573359,7.420955374,5.65752911,9.35E-05,0.001475519,
207596,Thsd4,"thrombospondin, type I, domain containing 4",1.41131167,3.504449465,5.184118623,9.36E-05,0.001476241,
227120,Plcl1,phospholipase C-like 1,-3.166793489,4.304363942,-5.827843572,9.43E-05,0.001485738,
74548,Gsdmc4,gasdermin C4,-4.322030415,-1.254178058,-5.217347104,9.50E-05,0.001495658,
194401,Mical3,"microtubule associated monooxygenase, calponin and LIM domain containing 3",-1.373099757,4.823268523,-5.174470932,9.52E-05,0.001495767,
102626,Mapkapk3,mitogen-activated protein kinase-activated protein kinase 3,1.375589134,4.668257514,5.174148943,9.52E-05,0.001495767,
228536,Bahd1,bromo adjacent homology domain containing 1,1.18634247,5.21583504,5.170751034,9.58E-05,0.001502957,
243369,Sspo,SCO-spondin,4.562777262,0.790702148,5.572173035,9.62E-05,0.001507827,
13197,Gadd45a,growth arrest and DNA-damage-inducible 45 alpha,1.907079671,5.789029886,5.394157,9.68E-05,0.00151498,
277414,Trp53i11,transformation related protein 53 inducible protein 11,1.418088196,6.246863835,5.192619639,9.68E-05,0.00151498,
18260,Ocln,occludin,1.147837183,3.341203927,5.159822898,9.76E-05,0.001525442,
18176,Nras,neuroblastoma ras oncogene,1.258553069,6.217092977,5.156174788,9.82E-05,0.001532904,
170756,Slc8b1,"solute carrier family 8 (sodium/lithium/calcium exchanger), member B1",1.250206829,3.715312295,5.155851829,9.83E-05,0.001532904,
77578,Bcl9,B cell CLL/lymphoma 9,1.603395079,4.086477134,5.152744652,9.88E-05,0.001540142,
71007,D7Ertd443e,"DNA segment, Chr 7, ERATO Doi 443, expressed",1.58311564,1.470314223,5.151310517,9.91E-05,0.001542368,
241915,Phc3,polyhomeotic 3,-1.355413132,6.192903748,-5.193542667,0.000100148,0.001554912,
19415,Rasal1,RAS protein activator like 1 (GAP1 like),1.574185308,2.134405816,5.144919944,0.000100153,0.001554912,
19240,Tmsb10,"thymosin, beta 10",1.764002724,5.164036885,5.194020071,0.000100158,0.001554912,
12892,Cpox,coproporphyrinogen oxidase,-1.240547865,4.420755066,-5.142234802,0.00010059,0.001560075,
83672,Sytl3,synaptotagmin-like 3,-2.118390601,0.314904703,-5.143559785,0.000100698,0.001560222,
215494,Pomgnt2,"protein O-linked mannose beta 1,4-N-acetylglucosaminyltransferase 2",-2.049986999,1.733679163,-5.139848002,0.000101277,0.001567664,
29816,Hip1r,huntingtin interacting protein 1 related,1.142699863,6.067042768,5.136911462,0.000101516,0.001569829,
232910,Ap2s1,"adaptor-related protein complex 2, sigma 1 subunit",-1.077280512,5.313740667,-5.131017543,0.000102554,0.001584327,
142980,Tlr3,toll-like receptor 3,-1.324110728,3.536660417,-5.127786123,0.000103132,0.001591703,
20597,Smpd1,"sphingomyelin phosphodiesterase 1, acid lysosomal",-1.69495051,3.400981096,-5.124485076,0.000103781,0.001600158,
54135,Lsr,lipolysis stimulated lipoprotein receptor,1.158070003,5.044563236,5.123549095,0.000103886,0.00160021,
69551,2310022B05Rik,RIKEN cDNA 2310022B05 gene,1.213062077,5.116691334,5.12143346,0.000104267,0.001602627,
16775,Lama4,"laminin, alpha 4",2.026212405,5.014870803,5.238509341,0.000104374,0.001602627,
217835,Rin3,Ras and Rab interactor 3,2.188428615,3.681292254,5.147300388,0.000104459,0.001602627,
17175,Masp2,mannan-binding lectin serine peptidase 2,-3.78971528,-1.255064522,-5.1491946,0.000104493,0.001602627,
73338,Itpripl1,"inositol 1,4,5-triphosphate receptor interacting protein-like 1",1.580833346,3.570458177,5.11999804,0.000104558,0.001602627,
384061,Fndc5,fibronectin type III domain containing 5,-2.722167441,0.577861503,-5.127342682,0.000104651,0.001602627,
21969,Top1,topoisomerase (DNA) I,1.402045147,8.021160972,5.228859962,0.000105415,0.00161275,
71889,Epn3,epsin 3,1.454531719,4.001620343,5.113340035,0.000105749,0.001616302,
22059,Trp53,transformation related protein 53,1.999395827,5.784133404,5.433906093,0.000106104,0.001620155,
212398,Frat2,frequently rearranged in advanced T cell lymphomas 2,2.252011638,4.99786534,5.638052404,0.00010741,0.001638518,
319530,Zfp750,zinc finger protein 750,1.229651167,3.063255151,5.09706117,0.000108757,0.001657465,
633979,Ak9,adenylate kinase 9,-4.969514824,-2.455977194,-5.150690275,0.000109921,0.001673601,
17153,Mal,"myelin and lymphocyte protein, T cell differentiation protein",2.484275773,0.698658517,5.091740541,0.000110741,0.001683533,
